expression,reading,meaning,tags,guid,ความหมาย
親友,しんゆう,"close friend, buddy",JLPT JLPT_2 JLPT_3,e!XKqiS_]u,"เพื่อนสนิท, เพื่อนซี้"
信用,しんよう,"confidence, dependence",JLPT JLPT_2 JLPT_3,D_Xu621X(*,ความมั่นใจ การพึ่งพา
信頼,しんらい,"reliance, trust, confidence",JLPT JLPT_2 JLPT_3,Cc(neZE[/;,ความไว้วางใจ ความเชื่อมั่น
心理,しんり,mentality,JLPT JLPT_2 JLPT_3,M4-pHm{8Hp,ความคิด
人類,じんるい,"mankind, humanity",JLPT JLPT_2 JLPT_3,yGfC3NH0c~,มนุษยชาติ
巣,す,"nest, breeding place",JLPT JLPT_2 JLPT_3,wae)m$%B2U,"รัง, สถานที่ผสมพันธุ์"
酢,す,vinegar,JLPT JLPT_2 JLPT_3,S|>MWw8{x,น้ำส้มสายชู
図,ず,"figure, drawing, illustration",JLPT JLPT_2 JLPT_3,o=i@Vi;`4G,"รูปภาพ, ภาพวาด, ภาพประกอบ"
水準,すいじゅん,"level, standard",JLPT JLPT_2 JLPT_3,LrR5Wf1Z7N,"ระดับ, มาตรฐาน"
推薦,すいせん,recommendation,JLPT JLPT_2 JLPT_3,jvDU?eC@&E,คำแนะนำ
スイッチ,スイッチ,switch,JLPT Genki_Ln.18 JLPT_3 JLPT_2 Genki,D+{$1{/[wR,สวิตช์
睡眠,すいみん,sleep,JLPT JLPT_2 JLPT_3,wh0!*D%WvE,นอน
数,すう,"number, figure",JLPT JLPT_2 JLPT_3,J]}my?o<Q!,"ตัวเลข, รูป"
数字,すうじ,"numeral, figure",JLPT JLPT_2 JLPT_3,B[Gra1kO)v,"ตัวเลข, รูป"
スープ,スープ,(Western) soup,JLPT JLPT_2 JLPT_3,"s,J:5SYdW2",ซุป (แบบตะวันตก)
末,すえ,"the end of, powder",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4,EyKo./;AAl,ปลายผง
姿,すがた,"figure, shape, appearance",JLPT JLPT_2 JLPT_3,gTn!6ZHkYs,รูปร่าง ลักษณะ
スキー,スキー,ski,JLPT JLPT_3 JLPT_2 Genki_Ln.9 Genki,EDq$^7+uK~,สกี
救う,すくう,"to rescue from, to help out of",JLPT JLPT_2 JLPT_3,Pzdj_}ruVB,"เพื่อช่วยเหลือให้พ้นจาก, เพื่อช่วยให้พ้นจาก"
すくなくとも,すくなくとも,at least,JLPT JLPT_2 JLPT_3,s64aNUZ0&F,อย่างน้อย
優れる,すぐれる,"to surpass, to outstrip, to excel",JLPT JLPT_2 JLPT_3,"fFuIf,@I[N","เหนือกว่า, แซงหน้า, ยอดเยี่ยม"
スケート,スケート,"skate(s), skating",JLPT JLPT_2 JLPT_3,DQ0-nYW7>.,"รองเท้าสเก็ต, การเล่นสเก็ต"
スケジュール,スケジュール,schedule,JLPT JLPT_2 JLPT_3,m}P~NJ788C,กำหนดการ
少しも,すこしも,"anything of, not one bit",JLPT JLPT_2 JLPT_3,pSmTW}7_?},ไม่มีอะไรเลย ไม่แม้แต่นิดเดียว
過ごす,すごす,"to pass, to spend (time)",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,oE9$X-z%xN,"ผ่านไป, ใช้เวลา"
筋,すじ,"muscle, string, line",JLPT JLPT_2 JLPT_3,M#_TzTBk6],"กล้ามเนื้อ, เส้นด้าย, เส้น"
進める,すすめる,"to advance, to promote, to hasten",JLPT JLPT_2 JLPT_3,u2l`IqNk23,เพื่อก้าวหน้า เพื่อส่งเสริม เพื่อเร่งรัด
勧める,すすめる,"to urge (someone) to do (something), to recommend",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,"IBeh,nV1Dt",เพื่อกระตุ้นให้ (ใครบางคน) ทำ (บางสิ่ง) หรือเพื่อแนะนำ
スター,スター,star,JLPT JLPT_2 JLPT_3,hHJocr{1ix,ดาว
スタイル,スタイル,style,JLPT JLPT_2 JLPT_3,wQruLdJqJI,สไตล์
スタンド,スタンド,stand,JLPT JLPT_2 JLPT_3,"Qz:R,pd5SR",ยืน
頭痛,ずつう,headache,JLPT JLPT_2 JLPT_3,hcxF9uQ5ZX,ปวดศีรษะ
ずっと,ずっと,for a long time; all the time; consecutively,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5 Genki_Ln.22 Genki,OCoZDHO:^u,เป็นเวลานาน; ตลอดเวลา; ต่อเนื่องกัน
すっぱい,すっぱい,"sour, acid",JLPT JLPT_2 JLPT_3,d)l(J.2Nu=,"เปรี้ยว, กรด"
すてき,すてき,"lovely, great",JLPT JLPT_2 JLPT_3,B~-XSf&NNC,น่ารัก เยี่ยม
既に,すでに,already (same as もう),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,d=:dSSUK:`,แล้ว (เหมือนกับ もう)
すなわち,すなわち,"that is, namely, e.g.",JLPT JLPT_2 JLPT_3,zS=.lQe1_+,กล่าวคือ เช่น
スピーチ,スピーチ,speech,JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,pvM3{8vA`1,คำพูด
全て,すべて,"all, the whole, entirely",JLPT JLPT_2 JLPT_3,kq!H^iT|N4,"ทั้งหมด, ทั้งหมด, โดยสิ้นเชิง"
済ませる,すませる,to be finished,JLPT JLPT_2 JLPT_3,vQUpvSA005,เสร็จสมบูรณ์
角,すみ,corner,JLPT JLPT_2 JLPT_3,b^^N<lR$T],มุม
墨,すみ,ink,JLPT JLPT_2 JLPT_3,Pt>IB]Y%[8,หมึก
すみません (かん),すみません (かん),"sorry, excuse me",JLPT JLPT_2 JLPT_3,Kr6X0TH7=(,ขอโทษค่ะ ขออภัยค่ะ
澄む,すむ,"to clear (e.g., weather), to become transparent",JLPT JLPT_2 JLPT_3,d^/yYeQD1M,ทำให้ใส (เช่น สภาพอากาศ) ทำให้โปร่งใส
清む,すむ,"to clear (e.g., weather), to become transparent",JLPT JLPT_2 JLPT_3,wMyt{WAjxX,ทำให้ใส (เช่น สภาพอากาศ) ทำให้โปร่งใส
刷る,する,to print,JLPT JLPT_2 JLPT_3,MuPBNA;83U,เพื่อพิมพ์
為る,する,"to do, to attempt",JLPT JLPT_2 JLPT_3,z;FwzGK-v+,"ทำ, พยายาม"
鋭い,するどい,"pointed, sharp",JLPT JLPT_2 JLPT_3,s@c[Ya@R|h,แหลมคม
すれ違う,すれちがう,to pass by one another,JLPT JLPT_2 JLPT_3,fP+0(@n(JZ,เพื่อเดินสวนกัน
ずれる,ずれる,"move, off the point",JLPT JLPT_2 JLPT_3,F2j?XV=5UF,ขยับออกไปจากจุดเดิม
正,せい,"(logical) true, regular",JLPT JLPT_2 JLPT_3,AC@`-8Z+qv,(ตรรกะ) ถูกต้อง ปกติ
生,せい,birth,JLPT JLPT_2 JLPT_3,"yDy>Z9R,FJ",การเกิด
性,せい,"sex, gender",JLPT JLPT_2 JLPT_3,Gy*nj#x|I/,"เพศ, เพศสภาพ"
姓,せい,"surname, family name",JLPT JLPT_2 JLPT_3,"sO,Mg|Q.hG","นามสกุล, ชื่อครอบครัว"
所為,せい,"cause, reason, fault",JLPT JLPT_2 JLPT_3,yy|zc*n):n,"สาเหตุ, เหตุผล, ความผิดพลาด"
税,ぜい,tax,JLPT JLPT_2 JLPT_3,eEs:NyUxEV,ภาษี
性格,せいかく,"character, personality",JLPT Intermediate_Japanese Genki_Ln.19 JLPT_3 JLPT_2 Genki Intermediate_Japanese_Ln.3,l3(d&u3o-<,อุปนิสัย บุคลิกภาพ
正確,せいかく,"accurate, punctuality, exact",JLPT JLPT_2 JLPT_3,rg^|Ktq*}h,ถูกต้อง ตรงต่อเวลา แม่นยำ
世紀,せいき,century,JLPT JLPT_2 JLPT_3,MQfIjnh7j},ศตวรรษ
請求,せいきゅう,"claim, demand, request",JLPT JLPT_2 JLPT_3,KNbh$sySYl,"การเรียกร้อง, คำขอ"
税金,ぜいきん,"tax, duty",Genki_Ln.15 JLPT JLPT_3 JLPT_2 Genki,Ah}s1$;.$[,"ภาษี, อากร"
清潔,せいけつ,clean,JLPT JLPT_2 JLPT_3,vJiZ-)))FJ,ทำความสะอาด
制限,せいげん,"restriction, restraint, limitation",JLPT JLPT_2 JLPT_3,P3D^cMd_|f,"ข้อจำกัด, การยับยั้ง, การจำกัด"
成功,せいこう,"success, hit",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,bkv%QuVn22,ความสำเร็จ ตี
正式,せいしき,"official, formal",JLPT JLPT_2 JLPT_3,zSQ*)G#Yvj,"ทางการ, เป็นทางการ"
性質,せいしつ,"nature, property, disposition",JLPT JLPT_2 JLPT_3,E(70}4c-m*,ธรรมชาติ ทรัพย์สิน การจัดการ
精神,せいしん,"mind, soul, spirit",JLPT JLPT_2 JLPT_3,tLy]a8CB9?,จิตใจ วิญญาณ
成人,せいじん,adult,JLPT JLPT_2 JLPT_3,"g@,iQ!8;.",ผู้ใหญ่
精々,せいぜい,"at the most, at best",JLPT JLPT_2 JLPT_3,q[aqj]#7$-,อย่างมากที่สุด อย่างดีที่สุด
成績,せいせき,"grade (i.e., on a test), academic record",JLPT Genki_Ln.12 Intermediate_Japanese JLPT_3 JLPT_2 Genki Intermediate_Japanese_Ln.3,o4$BUl?TFA,เกรด (เช่น จากการสอบ) ผลการเรียน
製造,せいぞう,"manufacture, production",JLPT JLPT_2 JLPT_3,OAvZo`.~[q,"การผลิต, การผลิต"
贅沢,ぜいたく,"luxury, extravagance",JLPT JLPT_2 JLPT_3,"iRbk]j,(Bl",ความหรูหรา ความฟุ่มเฟือย
成長,せいちょう,growth,JLPT JLPT_2 JLPT_3,lSq)ru5`@&,การเจริญเติบโต
生長,せいちょう,growth,JLPT JLPT_2 JLPT_3,G5ys*Os]kn,การเจริญเติบโต
制度,せいど,"system, institution",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,]d3#w;wAU,ระบบ สถาบัน
青年,せいねん,"youth, young man",JLPT JLPT_2 JLPT_3,r|D|m%Ih@3,"หนุ่มน้อย, ชายหนุ่ม"
生年月日,せいねんがっぴ,birth date,JLPT JLPT_2 JLPT_3,H8|M5HOte?,วันเกิด
製品,せいひん,"manufactured goods, finished goods",JLPT JLPT_2 JLPT_3,GY93^mZ;)a,สินค้าที่ผลิตแล้ว สินค้าสำเร็จรูป
政府,せいふ,"government, administration",JLPT Intermediate_Japanese Genki JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15 Genki_Ln.21,zDQAHO%nD/,รัฐบาล การบริหาร
生物,せいぶつ,"living thing, organism",JLPT JLPT_2 JLPT_3,nx3;swk;nm,"สิ่งมีชีวิต, สิ่งมีชีวิต"
生命,せいめい,life,JLPT JLPT_2 JLPT_3,HfE8+JV[><,ชีวิต
整理,せいり,"sorting, arrangement",JLPT JLPT_2 JLPT_3,zlHgN/N7&U,การจัดเรียง การจัดลำดับ
咳,せき,cough,JLPT Genki_Ln.12 JLPT_3 JLPT_2 Genki,yQ$e7`wCNr,ไอ
石炭,せきたん,coal,JLPT JLPT_2 JLPT_3,t&C>c}0]R(,ถ่านหิน
責任,せきにん,"duty, responsibility",JLPT JLPT_2 JLPT_3,HKrlH:Fl)i,หน้าที่ ความรับผิดชอบ
石油,せきゆ,"oil, petroleum, kerosene",JLPT JLPT_2 JLPT_3,"gJm,E%Jb`a","น้ำมัน, ปิโตรเลียม, น้ำมันก๊าด"
世間,せけん,"world, society",JLPT JLPT_2 JLPT_3,pFmc#=7y9*,โลก สังคม
説,せつ,theory,JLPT JLPT_2 JLPT_3,kNv(nqwBQ3,ทฤษฎี
積極的,せっきょくてき,"positive, active, proactive",JLPT JLPT_2 JLPT_3,zQ[EQ]wde[,ในแง่บวก กระตือรือร้น มีความคิดริเริ่ม
設計,せっけい,"plan, design",JLPT JLPT_2 JLPT_3,i>to8js@e$,วางแผน ออกแบบ
絶対,ぜったい,"definitely, without fail, absoluteness",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,"g,<A9qJmV)",แน่นอน อย่างแน่นอน สมบูรณ์แบบ
セット,セット,set,JLPT JLPT_2 JLPT_3,qu4w*^0<Ni,ชุด
愛,あい,love,JLPT JLPT_2 JLPT_3,hFW1YrLt0],รัก
相変わらず,あいかわらず,"as ever, as usual",JLPT JLPT_2 JLPT_3,Ojow^*$or,เช่นเคย เหมือนเช่นเคย
愛情,あいじょう,"love, affection",JLPT JLPT_2 JLPT_3,Qzcx!}<3R3,ความรัก ความเสน่หา
合図,あいず,"sign, signal",JLPT JLPT_2 JLPT_3,fU+XD$S~|s,"ป้าย, สัญญาณ"
アイスクリーム,アイスクリーム,ice cream,JLPT JLPT_2 JLPT_3,NP9A]*VE%:,ไอศครีม
愛する,あいする,to love,JLPT JLPT_2 JLPT_3,DeM>~uF)IC,เพื่อความรัก
相手,あいて,partner; addressee; the person you are talking to,Genki Genki_Ln.22 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_2 JLPT_3,y[.4]/S_M),คู่ค้า; ผู้รับสาร; บุคคลที่คุณกำลังพูดด้วย
あいにく,あいにく,unfortunately,JLPT JLPT_2 JLPT_3,hzWiJ*CbeE,น่าเสียดาย
遭う,あう,"to meet, to encounter (undesirable nuance)",JLPT JLPT_2 JLPT_3,5(WM8:K%>,"พบปะ, พบเจอ (ความหมายแฝงที่ไม่พึงประสงค์)"
アウト,アウト,out,JLPT JLPT_2 JLPT_3,l:i}>N{A|},ออก
明かり,あかり,"lamplight, light (in general)",JLPT JLPT_2 JLPT_3,evqBji16kk,"แสงไฟ, แสงสว่าง (โดยทั่วไป)"
空き,あき,"vacancy, opening, space",JLPT JLPT_2 JLPT_3,o4~on{17B&,"ตำแหน่งว่าง, โอกาสเปิดรับสมัคร, พื้นที่ว่าง"
明らか,あきらか,"obvious, clear",JLPT JLPT_2 JLPT_3,xr&[9MdyXM,ชัดเจน เห็นได้ชัด
諦める,あきらめる,"to give up, to abandon",Genki Genki_Ln.14 Intermediate_Japanese Intermediate_Japanese_Ln.13 JLPT JLPT_2 JLPT_3,cVjy7W5yAS,"ยอมแพ้, ละทิ้ง"
飽きる,あきる,"to get tired of, to lose interest in",JLPT JLPT_2 JLPT_3,MTVy#<!xxJ,เบื่อหน่าย หมดความสนใจ
握手,あくしゅ,handshake,JLPT JLPT_2 JLPT_3,BX@vSTsJMQ,การจับมือ
悪魔,あくま,"devil, demon, evil spirit",JLPT JLPT_2 JLPT_3,gY|8LCMcvD,"ปีศาจ, อสูร, วิญญานชั่วร้าย"
明ける,あける,"to dawn, to become daylight",JLPT JLPT_2 JLPT_3,QYMAJT+i|R,สู่รุ่งอรุณ สู่แสงสว่าง
揚げる,あげる,"to lift, to fry",JLPT JLPT_2 JLPT_3,kDT9EKS)@x,"ยก, ทอด"
挙げる,あげる,"to raise; to list, to cite",JLPT JLPT_2 JLPT_3,"GPil,F&M@,","ยกขึ้น; แสดงรายการ, อ้างอิง"
預かる,あずかる,to keep (something) for (someone),Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_2 JLPT_3,n!!dea66oU,เก็บ (บางสิ่ง) ไว้ให้ (ใครบางคน)
預ける,あずける,"to give into custody, to deposit",JLPT JLPT_2 JLPT_3,ITjUmdJ?SA,"ส่งมอบให้ดูแล, ฝากไว้"
汗,あせ,"sweat, perspiration",JLPT JLPT_2 JLPT_3,L.:p?!w~-_,เหงื่อ เหงื่อออก
与える,あたえる,to give,Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_2 JLPT_3,GyK@0^nn9D,เพื่อที่จะให้
温かい,あたたかい,warm,JLPT JLPT_2 JLPT_3,QwQJvr;Yu/,อบอุ่น
暖まる,あたたまる,to warm up,JLPT JLPT_2 JLPT_3,cRMS.07iEY,เพื่ออบอุ่นร่างกาย
温まる,あたたまる,"to warm oneself, to get warm",JLPT JLPT_2 JLPT_3,Cc_8n~b{Xr,"เพื่อทำให้ร่างกายอบอุ่น, เพื่อให้ร่างกายอบอุ่น"
暖める,あたためる,"to warm (up to someone/something), to heat (up to someone/something)",JLPT JLPT_2 JLPT_3,c^bO3wi-j`,"ทำให้ (ใครบางคน/บางสิ่ง) อุ่นขึ้น, ทำให้ (ใครบางคน/บางสิ่ง) ร้อนขึ้น"
温める,あたためる,"to warm, to heat",JLPT JLPT_2 JLPT_3,nR%K+*);#2,"ทำให้ร้อน, ทำให้อุ่น"
辺り,あたり,"vicinity, nearby",Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_2 JLPT_3,Nhf6;`GIs6,"บริเวณใกล้เคียง, ใกล้เคียง"
当たり前,あたりまえ,"usual, common, obvious",JLPT JLPT_2 JLPT_3,"F|qH}g,OWJ",ปกติ ทั่วไป ชัดเจน
当たる,あたる,"to be hit, to be successful",JLPT JLPT_2 JLPT_3,c~5${Vgwlg,"ถูกโจมตี, ประสบความสำเร็จ"
あちこち,あちこち,here and there,JLPT JLPT_2 JLPT_3,zllf&_UO$c,ที่นี่และที่นั่น
扱う,あつかう,"to treat, to handle, to deal with",Intermediate_Japanese Intermediate_Japanese_Ln.14 JLPT JLPT_2 JLPT_3,"o08cD,?4sA",เพื่อรักษา เพื่อจัดการ เพื่อรับมือกับ
集まり,あつまり,"gathering, meeting, collection",JLPT JLPT_2 JLPT_3,jBK/@[g6Hm,การรวมตัว การประชุม การรวบรวม
当てる,あてる,to hit; to apply to,JLPT JLPT_2 JLPT_3,z-r@1e!?]p,ตี; ใช้กับ
跡,あと,trace; remains; scar,JLPT JLPT_2 JLPT_3,q{EbQ0$xa;,ร่องรอย; ซาก; แผลเป็น
穴,あな,hole,JLPT JLPT_2 JLPT_3,J_{zaxL58i,รู
油,あぶら,oil,JLPT JLPT_2 JLPT_3,h++g*X+)DT,น้ำมัน
脂,あぶら,fat,JLPT JLPT_2 JLPT_3,yaI6J=&24M,อ้วน
誤り,あやまり,error,JLPT JLPT_2 JLPT_3,Q&O=zHLH43,ข้อผิดพลาด
粗,あら,"defect, flaw, fault",JLPT JLPT_2 JLPT_3,uo3L]S3}+n,"ข้อบกพร่อง, ความผิดพลาด, ความผิดปกติ"
