expression,reading,meaning,tags,guid,ความหมาย
参上,さんじょう,"calling on, visiting",JLPT_1 JLPT,w#SP~u0yM;,เรียกหา เยี่ยมชม
残高,ざんだか,"(bank) balance, remainder",JLPT_1 JLPT,K4gXaj[Vyi,ยอดคงเหลือ (ในธนาคาร)
サンタクロース,サンタクロース,Santa Claus,JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,f/QC`5/{Un,ซานตาคลอส
桟橋,さんばし,"wharf, jetty, pier",JLPT_1 JLPT,qY2!_v~;bZ,"ท่าเทียบเรือ, สะพานเทียบเรือ, ท่าเรือ"
賛美,さんび,"praise, adoration, glorification",JLPT_1 JLPT,e.-RuHb{48,การสรรเสริญ การบูชา การยกย่อง
山腹,さんぷく,"hillside, mountainside",JLPT_1 JLPT,o2ZZ0`v<eS,"เนินเขา, เชิงเขา"
産婦人科,さんふじんか,maternity and gynecology department,JLPT_1 JLPT,C-(.5yIOQP,แผนกสูติกรรมและนรีเวชวิทยา
産物,さんぶつ,"product, result, fruit",JLPT_1 JLPT,E~s#%JNaV$,ผลิตภัณฑ์ ผลลัพธ์ ผลไม้
山脈,さんみゃく,mountain range,JLPT_1 JLPT,x1O?:5^y|C,เทือกเขา
仕上がり,しあがり,"finish, end, completion",JLPT_1 JLPT,yea;?+baU4,"เสร็จสิ้น, จบ, เสร็จสมบูรณ์"
仕上,しあげ,"end, finishing touches",JLPT_1 JLPT,oEx[)E@iYE,สุดท้าย ขั้นตอนสุดท้าย
仕上げる,しあげる,"to finish up, to complete",JLPT_1 JLPT,hK4h`Zw:aS,"เสร็จสิ้น, ทำให้เสร็จสมบูรณ์"
飼育,しいく,"breeding, raising, rearing",JLPT_1 JLPT,e5/Z)LI]cr,การผสมพันธุ์ การเลี้ยงดู การอบรม
強いて,しいて,"to dare, to insist",JLPT_1 JLPT,Bomwd0N#[6,กล้าที่จะยืนกราน
シート,シート,seat; sheet,JLPT_1 JLPT,u]dm-2Z@p[,ที่นั่ง; แผ่น
ジーパン,ジーパン,jeans,JLPT_1 JLPT,HXr(ew@{F#,ยีนส์
仕入れる,しいれる,"to lay in stock, to replenish stock, to procure",JLPT_1 JLPT,IFIIG{$W)<,"จัดเก็บสินค้า, เติมสินค้า, จัดหา"
強いる,しいる,"to force, to compel, to coerce",JLPT_1 JLPT,mim3NgV!o^,บังคับ ข่มขู่ บีบบังคับ
潮,しお,tide,JLPT_1 JLPT,bk[V+Gm9:@,น้ำขึ้นน้ำลง
歯科,しか,dentistry,JLPT_1 JLPT,OAZ`Wrx_o9,ทันตกรรม
自我,じが,"self, ego",JLPT_1 JLPT,b-m;dw=d{Y,ตัวตน อัตตา
自覚,じかく,self-conscious,JLPT_1 JLPT,i/]v!LT[`[,รู้สึกไม่มั่นใจในตัวเอง
仕掛,しかけ,"device, trick, mechanism",JLPT_1 JLPT,Jsems8J4`^,"อุปกรณ์, กลเม็ด, กลไก"
仕掛ける,しかける,"to lay, to set, to wage",JLPT_1 JLPT,Ac40<_hm$3,วาง ตั้ง จ้างเหมา
しかしながら,しかしながら,"however, nevertheless",JLPT_1 JLPT,Hq^C6[L3R8,อย่างไรก็ตาม ถึงกระนั้นก็ตาม
色彩,しきさい,color,JLPT_1 JLPT,G$Z8Bsx{4U,สี
式場,しきじょう,"ceremonial hall, place of ceremony (e.g., marriage)",JLPT_1 JLPT,rHP.1FI!Xg,ห้องจัดพิธี สถานที่จัดพิธี (เช่น พิธีแต่งงาน)
しきたり,しきたり,"custom, conventional practice, tradition",JLPT_1 JLPT,sw_]y<P?Kn,"ธรรมเนียมปฏิบัติ, ประเพณี"
事業,じぎょう,"project, enterprise, business",JLPT_1 JLPT,A#sQ/bEEtj,"โครงการ, องค์กร, ธุรกิจ"
軽蔑,けいべつ,"scorn, disdain",JLPT_1 JLPT,"lOS,!wvUe[",ความดูถูกเหยียดหยาม
経歴,けいれき,"personal history, career",JLPT_1 JLPT,D*n(@DRyq`,"ประวัติส่วนตัว, อาชีพ"
経路,けいろ,"course, route, channel",JLPT_1 JLPT,AQ(D;C-S!0,หลักสูตร เส้นทาง ช่องทาง
けがらわしい,けがらわしい,"filthy, unfair",JLPT_1 JLPT,lJNQ&9#g@p,สกปรก ไม่ยุติธรรม
劇団,げきだん,"troupe, theatrical company",JLPT_1 JLPT,%y17:4{hj,"คณะละคร, บริษัทละคร"
激励,げきれい,encouragement,JLPT_1 JLPT,C6/gh1N08I,กำลังใจ
ゲスト,ゲスト,guest,JLPT_1 JLPT,lW>d7fCUoL,แขก
獣,けだもの,"beast, brute",JLPT_1 JLPT,"o.IW_<j!,1","สัตว์ร้าย, คนโหดเหี้ยม"
決,けつ,"decision, vote",JLPT_1 JLPT,h7W;[eV_6*,การตัดสินใจ การลงคะแนน
決意,けつい,"decision, determination",JLPT_1 JLPT,Gg{:k%<AT6,การตัดสินใจ การกำหนด
結核,けっかく,tuberculosis,JLPT_1 JLPT,dB99/5N;ta,วัณโรค
決議,けつぎ,"resolution, vote, decision",JLPT_1 JLPT,tcKhTpRM%o,"มติ, การลงคะแนน, การตัดสินใจ"
結合,けつごう,"combination, union",JLPT_1 JLPT,Q*@FzK(@81,"การรวมกัน, การร่วม"
決算,けっさん,"balance sheet, settlement of accounts",JLPT_1 JLPT,z2iqWC-nB~,งบดุล การชำระบัญชี
月謝,げっしゃ,monthly tuition fee,JLPT_1 JLPT,t[*0i:*.#i,ค่าธรรมเนียมการเรียนรายเดือน
決勝,けっしょう,finals (in sports),JLPT_1 JLPT,NFjb:+3q7*,รอบชิงชนะเลิศ (ในกีฬา)
結晶,けっしょう,"crystal, crystallization",JLPT_1 JLPT,x*(Q^EE$u3,"ผลึก, การตกผลึก"
結成,けっせい,formation,JLPT_1 JLPT,c_%F>ZhYyr,การก่อตัว
結束,けっそく,"union, unity",JLPT_1 JLPT,JdP5@BTWkb,"สหภาพ, ความเป็นเอกภาพ"
げっそり,げっそり,"being disheartened, losing weight",JLPT_1 JLPT,EtlnVvKbZd,รู้สึกท้อแท้ น้ำหนักลด
決断,けつだん,"decision, determination",JLPT_1 JLPT,w;j;5-!>6(,การตัดสินใจ การกำหนด
月賦,げっぷ,monthly installment,JLPT_1 JLPT,I{X4ZTn7X9,ผ่อนชำระรายเดือน
欠乏,けつぼう,shortage,JLPT_1 JLPT,x8kzLzQh~#,การขาดแคลน
蹴飛ばす,けとばす,"to kick away, to kick (someone)",JLPT_1 JLPT,b5){X3eg^W,"เตะออกไป, เตะ (ใครบางคน)"
けなす,けなす,to speak ill of,JLPT_1 JLPT,BA]o8V-nRc,พูดจาไม่ดีเกี่ยวกับ
煙たい,けむたい,"smoky, feeling awkward",JLPT_1 JLPT,M_8T~aeKk.,ควันคลุ้ง รู้สึกอึดอัด
煙る,けむる,"to smoke (e.g., fire)",JLPT_1 JLPT,"O+^L$,-au7",ปล่อยควัน (เช่น ไฟ)
獣,けもの,"beast, brute",JLPT_1 JLPT,q-7J3|/7Vg,"สัตว์ร้าย, คนโหดเหี้ยม"
家来,けらい,"retainer, retinue, servant",JLPT_1 JLPT,n|b=[)XZ>2,"ผู้ติดตาม, ข้ารับใช้, คนรับใช้"
下痢,げり,diarrhea,JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,D94n#KX+u`,ท้องเสีย
権威,けんい,"authority, power, influence",JLPT_1 JLPT,lZZG^l>c$z,"อำนาจ, พลัง, อิทธิพล"
兼業,けんぎょう,holding two jobs at the same time,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,x9DFE@YYzp,การทำงานสองงานในเวลาเดียวกัน
原形,げんけい,"original form, base form",JLPT_1 JLPT,"y2|y)U#`,-","รูปแบบดั้งเดิม, รูปแบบพื้นฐาน"
原型,げんけい,"prototype, model, archetypal",JLPT_1 JLPT,"d5x_w+I&U,","ต้นแบบ, แบบจำลอง, ต้นแบบ"
権限,けんげん,"power, authority, jurisdiction",JLPT_1 JLPT,wsBe&qWS]u,"อำนาจ, สิทธิอำนาจ, เขตอำนาจศาล"
現行,げんこう,"present, current, in operation",JLPT_1 JLPT,cB#>jxDt}],"ปัจจุบัน, ที่กำลังดำเนินการอยู่"
健在,けんざい,"in good health, well",JLPT_1 JLPT,K?xI8~wHA>,มีสุขภาพดี
原作,げんさく,original work,JLPT_1 JLPT,"K<e+,WSWtr",ผลงานต้นฉบับ
検事,けんじ,public prosecutor,JLPT_1 JLPT,H[xn?@;-+x,อัยการ
原子,げんし,atom,JLPT_1 JLPT,"b[T}G,9]G?",อะตอม
元首,げんしゅ,"ruler, sovereign",JLPT_1 JLPT,cJ-$.|^5r+,"ผู้ปกครอง, อธิปไตย"
原書,げんしょ,original document,JLPT_1 JLPT,wBia;+PSDE,เอกสารต้นฉบับ
懸賞,けんしょう,"offering prizes, winning, reward",JLPT_1 JLPT,B7|NMN9B[B,การมอบรางวัล การชนะ การให้รางวัล
健全,けんぜん,"health, soundness, wholesome",JLPT_1 JLPT,u-bm~%/EH(,"สุขภาพ, ความสมบูรณ์, สุขภาพดี"
元素,げんそ,element,JLPT_1 JLPT,B2tvGhK[&9,องค์ประกอบ
同調,どうちょう,"sympathy, agree with, alignment",JLPT_1 JLPT,n#0+>4}sN5,เห็นอกเห็นใจ เห็นด้วย สอดคล้องกัน
到底,とうてい,(cannot) possibly,JLPT_1 JLPT,C.#O<.PWZ+,(ไม่สามารถ) เป็นไปได้
動的,どうてき,"dynamic, kinetic",JLPT_1 JLPT,k^9j&Q>>|N,"ไดนามิก, จลนพลศาสตร์"
尊い,とうとい,"precious, valuable, noble",JLPT_1 JLPT,o/:X}@s/ud,ล้ำค่า มีค่า สูงส่ง
貴い,とうとい,"precious, valuable, noble",JLPT_1 JLPT,uE?!53}hB@,ล้ำค่า มีค่า สูงส่ง
同等,どうとう,"equality, equal, same rank",JLPT_1 JLPT,sS(wNIrQN<,"ความเท่าเทียมกัน, เท่ากัน, อันดับเดียวกัน"
堂々,どうどう,"magnificent, grand, impressive",JLPT_1 JLPT,O@p/U*&n{h,งดงาม ยิ่งใหญ่ น่าประทับใจ
尊ぶ,とうとぶ,"to value, to prize, to esteem",JLPT_1 JLPT,NH2!B2Yh2E,การให้คุณค่า การยกย่อง การนับถือ
どうにか,どうにか,"in some way or other, one way or another",JLPT_1 JLPT,l_xfmqX[ub,ไม่ว่าด้วยวิธีใดวิธีหนึ่งก็ตาม
投入,とうにゅう,"throw, investment, making (an electrical circuit)",JLPT_1 JLPT,mwsjMMb<d>,"โยน, การลงทุน, การสร้าง (วงจรไฟฟ้า)"
導入,どうにゅう,"introduction, bringing in, leading in",JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,m1+j$HqcF;,บทนำ การนำเสนอ การนำไปสู่
当人,とうにん,"the one concerned, the said person",JLPT_1 JLPT,l]4=/bCF3a,ผู้ที่เกี่ยวข้อง บุคคลดังกล่าว
同封,どうふう,"enclosure (e.g., in a letter)",JLPT_1 JLPT,hnY+6g21h_,เอกสารแนบ (เช่น ในจดหมาย)
逃亡,とうぼう,escape,JLPT_1 JLPT,qqqC#4{p[V,หนี
冬眠,とうみん,"hibernation, winter sleep",JLPT_1 JLPT,"B+T>Lb-B&,","การจำศีล, การหลับในฤดูหนาว"
同盟,どうめい,"alliance, union, league",JLPT_1 JLPT,oBig^AFvC5,"พันธมิตร, สหภาพ, ลีก"
どうやら,どうやら,"it seems like, somehow or other",JLPT_1 JLPT,LZH$.!k~sm,ดูเหมือนว่า ไม่ว่าด้วยวิธีใดก็ตาม
動力,どうりょく,"power, motive power, dynamic force",JLPT_1 JLPT,gcbdGzw%jw,"กำลัง, แรงขับเคลื่อน, แรงพลวัต"
登録,とうろく,"registration, register, record",JLPT_1 JLPT,w(]v<(of^0,"การลงทะเบียน, ลงทะเบียน, บันทึก"
討論,とうろん,discussion; debate,JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,ft/}AOp*ZE,การอภิปราย; การถกเถียง
遠ざかる,とおざかる,to go far off,JLPT_1 JLPT,nANBsXm^[4,ไปไกลๆ
遠回り,とおまわり,"detour, roundabout way",JLPT_1 JLPT,u;(Y+10j3P,"ทางอ้อม, ทางอ้อม"
トーン,トーン,tone,JLPT_1 JLPT,O1)Y~lZnk@,โทนเสียง
とかく,とかく,"anyhow, anyway, in any case",JLPT_1 JLPT,Jhr>yBj`X[,อย่างไรก็ตาม ไม่ว่าในกรณีใดก็ตาม
とがめる,とがめる,"to blame, to rebuke",JLPT_1 JLPT,tCyhd<KEBb,"ตำหนิ, ตักเตือน"
時折,ときおり,sometimes,JLPT_1 JLPT,cBC8l)@|Bd,บางครั้ง
とぎれる,とぎれる,"to pause, to be interrupted",JLPT_1 JLPT,M`gmYE]A0;,หยุดชั่วคราว ถูกขัดจังหวะ
研ぐ,とぐ,"to sharpen, to grind, to polish",JLPT_1 JLPT,lUJgFysD==,"ลับคม, เจียร, ขัดเงา"
特技,とくぎ,special talent; skill,JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,"iyF,MXDXX4",ความสามารถพิเศษ; ทักษะ
独裁,どくさい,"dictatorship, despotism",JLPT_1 JLPT,"c+G[A,i*M0","การปกครองแบบเผด็จการ, การปกครองแบบทรราช"
特産,とくさん,"specialty, special product",JLPT_1 JLPT,Cyr8}5s:<j,สินค้าพิเศษ สินค้าเฉพาะทาง
独自,どくじ,"original, peculiar, characteristic",JLPT_1 JLPT,iCBdeKS#GI,ต้นฉบับ แปลก ประหลาด มีเอกลักษณ์
特集,とくしゅう,"feature (e.g., newspaper, special edition, report)",JLPT_1 JLPT,wi!>SN]gEF,ลักษณะเฉพาะ (เช่น หนังสือพิมพ์ ฉบับพิเศษ รายงาน)
独占,どくせん,monopoly,JLPT_1 JLPT,j~8Pw]-mt@,การผูกขาด
独創,どくそう,originality,JLPT_1 JLPT,gXnxl+EiHr,ความคิดริเริ่ม
得点,とくてん,"score, points made",JLPT_1 JLPT,"u`t,J1?=>5","คะแนน, แต้มที่ทำได้"
特派,とくは,"send specially, special envoy",JLPT_1 JLPT,HzEPo`9b]p,ส่งทูตพิเศษไปโดยเฉพาะ
特有,とくゆう,"characteristic (of, peculiar (to))",JLPT_1 JLPT,s!rvO*5;{%,"ลักษณะเฉพาะ (ของ, แปลกประหลาด (ต่อ))"
とげ (をさす),とげ (をさす),thorn,JLPT_1 JLPT,hJ#iZ92?#q,หนาม
遂げる,とげる,"to accomplish, to achieve, to carry out",JLPT_1 JLPT,xrXbhn4rr4,เพื่อทำให้สำเร็จ เพื่อให้บรรลุเป้าหมาย เพื่อดำเนินการ
～どころか,～どころか,"rather, far from",JLPT_1 JLPT,EHH{[82H7I,แต่กลับตรงกันข้าม ห่างไกลจาก
年頃,としごろ,"age, marriageable age, adolescence",JLPT_1 JLPT,etGaTJBp9c,"อายุ, วัยที่เหมาะสมกับการแต่งงาน, วัยรุ่น"
戸締り,とじまり,"closing up, locking the doors",JLPT_1 JLPT,br8:Ms=|$#,ปิดประตู ล็อกประตู
