expression,reading,meaning,tags,guid,ความหมาย
改めて,あらためて,"another time, again",JLPT JLPT_2,M$)j_R%uiN,"อีกครั้งหนึ่ง อีกครั้งหนึ่ง, ใหม่, ซ้ำ, อีกที"
改める,あらためる,"to change, to reform, to revise",JLPT JLPT_2,k-ggJ#W2U),"เพื่อเปลี่ยนแปลง เพื่อปฏิรูป เพื่อแก้ไข, แก้ไข, ปรับปรุง, ปรับแก้"
あらわす,あらわす,"to write, to publish",JLPT JLPT_2,jfH_)2c|9s,"เพื่อเขียน เพื่อตีพิมพ์, ประพันธ์, เรียบเรียง, จัดพิมพ์"
有難い,ありがたい,"grateful, thankful, appreciated",JLPT JLPT_2,yLS%JRr`~I,"ขอบคุณ ซาบซึ้งใจ รู้สึกขอบคุณ, รู้สึกซาบซึ้ง, เป็นบุญคุณ, กตัญญู"
あれこれ,あれこれ,"one thing or another, this and that",JLPT JLPT_2,H3{e@Ms<u9,"เรื่องหนึ่งเรื่องหนึ่ง เรื่องนั้นเรื่องนี้, หลายเรื่อง, จิปาถะ, ต่างๆ นานา"
荒れる,あれる,"to be stormy, to be rough, to be ruined",JLPT JLPT_2,opLT~#LruK,"พายุรุนแรง, ขรุขระ, พังทลาย, ปั่นป่วน"
慌ただしい,あわただしい,"busy, hurried",JLPT JLPT_2,"d*5}[C^,EG","ยุ่งวุ่นวาย รีบร้อน, รีบเร่ง, เร่งรีบ, เร่งด่วน"
慌てる,あわてる,"to become confused (disconcerted, disorganized), to be flustered, to panic, to hurry, to rush, to hasten",JLPT JLPT_2,RdWuu8/jDE,"เกิดความสับสน (งุนงง สับสนวุ่นวาย) เกิดอาการตื่นตระหนก ตื่นตระหนก รีบร้อน รีบเร่ง, ตกใจ, สับสน, ลนลาน"
安易,あんい,easy-going,JLPT JLPT_2,cpsk;f2&m/,"สบายๆ, ง่ายๆ, ไม่ซีเรียส, ผ่อนคลาย"
案外,あんがい,"unexpectedly, surprisingly",JLPT JLPT_2,"E-`?,aYenW","โดยไม่คาดคิด น่าประหลาดใจ, ไม่น่าเชื่อ, พลิกความคาดหมาย, เกินคาด"
アンテナ,アンテナ,antenna,JLPT JLPT_2,u25h^5*Vx<,"เสาอากาศ, สายอากาศ, ก้านรับสัญญาณ, แอนเทนนา"
言い出す,いいだす,"to start talking, to suggest",JLPT JLPT_2,ma-oStit-!,"เพื่อเริ่มต้นการพูดคุย เพื่อเสนอแนะ, เริ่มพูด, เสนอความคิด, ออกปาก"
言い付ける,いいつける,"to tell, to order",JLPT JLPT_2,K=!C~7x9Db,"บอก, สั่ง, แจ้ง, กำชับ"
意義,いぎ,"meaning, significance",JLPT JLPT_2,K*wt2r`%<B,"ความหมาย ความสำคัญ, นัยยะ, สาระ, ประโยชน์"
生き生き,いきいき,"vividly, lively",JLPT JLPT_2,Am|5$tSksY,"มีชีวิตชีวา สดใส, ร่าเริง, คึกคัก, สดชื่น"
いきなり,いきなり,all of a sudden,Intermediate_Japanese Intermediate_Japanese_Ln.13 JLPT JLPT_2,J=<-XB_N-t,"ทันใดนั้นเอง, ฉับพลัน, โดยพลัน, อย่างกะทันหัน"
幾～,いく～,several ~,JLPT JLPT_2,o<XZoP)ZFl,"หลายอย่าง ~, จำนวนมาก, มากมาย, หลายสิ่ง"
育児,いくじ,"childcare, nursing",Intermediate_Japanese Intermediate_Japanese_Ln.14 JLPT JLPT_2,hwmLlQK_:7,"การดูแลเด็ก การพยาบาล, การเลี้ยงดูเด็ก, การเลี้ยงเด็ก, การดูแลบุตร"
幾分,いくぶん,somewhat,JLPT JLPT_2,wUiE3U*>P6,"ค่อนข้าง, พอสมควร, ส่วนหนึ่ง, เล็กน้อย"
生け花,いけばな,flower arrangement,JLPT JLPT_2,o!9H~`j>Ob,"การจัดดอกไม้, การจัดสวนดอกไม้, การปักดอกไม้, อิเคบานะ"
以後,いご,after this; from now on; hereafter,JLPT JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese,"OpKq9d,k&%","หลังจากนี้; นับจากนี้เป็นต้นไป; ต่อจากนี้, จากนี้ไป, ต่อไป, ภายหลังจากนี้"
イコール,イコール,equal,JLPT JLPT_2,F:$jr>Gcvz,"เท่ากัน, เสมอกัน, เท่าเทียมกัน, เสมอภาค"
以降,いこう,"on and after, hereafter",JLPT JLPT_2,"hI7gX,ojpA","ต่อจากนี้ไป, นับแต่นี้, จากนี้เป็นต้นไป, หลังจากนี้ไป"
勇ましい,いさましい,"brave, valiant",JLPT JLPT_2,jh9$B&!xLP,"กล้าหาญ, องอาจ, ห้าวหาญ, อาจหาญ"
衣食住,いしょくじゅう,"food, clothing and shelter",JLPT JLPT_2,yYjE5SKh.|,"อาหาร เครื่องนุ่งห่ม และที่พักอาศัย, ปัจจัยสี่, เครื่องอุปโภคบริโภค, เครื่องยังชีพ"
いちいち,いちいち,"one by one, separately",JLPT JLPT_2,c`q7>|uO;;,"ทีละคน แยกกัน, เป็นรายคน, ทีละราย, อย่างโดดเดี่ยว"
一応,いちおう,"tentatively, for the time being",JLPT JLPT_2,DUm[|ty]2z,"เป็นการชั่วคราว ในขณะนี้, ชั่วคราว, เบื้องต้น, ก่อนอื่น"
一段と,いちだんと,"by far, greater",JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,H2Se/ybI3t,"มากกว่าอย่างเห็นได้ชัด, อย่างมาก, มากกว่าเดิม, ยิ่งขึ้น"
一流,いちりゅう,"first class, leading",JLPT JLPT_2,Q-z[xmuvA*,"ชั้นหนึ่ง, ชั้นนำ, ระดับแนวหน้า, ยอดเยี่ยม"
一昨日,いっさくじつ,day before yesterday,JLPT JLPT_2,q)l_a#Mm^@,"เมื่อวันก่อนเมื่อวานนี้, วันก่อน, ก่อนวันพรุ่งนี้, เมื่อวานซืน"
一昨年,いっさくねん,year before last,JLPT JLPT_2,H3]XYSojiI,"ปีก่อนปีที่แล้ว, ปีกลาย, สองปีที่แล้ว, ปีที่ผ่านมา"
一斉,いっせい,"simultaneous, all at once",JLPT JLPT_2,H3C62{9DP`,"พร้อมกันทั้งหมด ในคราวเดียว, ในเวลาเดียวกัน, พร้อมเพรียงกัน, พร้อมๆ กัน"
一旦,いったん,"once, for a moment",JLPT JLPT_2,"Fv;m,:R#X(","ครั้งหนึ่ง ชั่วขณะหนึ่ง, ชั่วครู่, แป๊บหนึ่ง, บางครั้ง"
一定,いってい,"fixed, settled, regular",JLPT JLPT_2,Qx{lB{;UG~,"คงที่, ตั้งมั่น, สม่ำเสมอ, ไม่เปลี่ยนแปลง"
行っていらっしゃい,いっていらっしゃい,"have a nice day, see you",JLPT JLPT_2,Q~[>k~aD(O,"ขอให้เป็นวันที่ดี แล้วพบกันใหม่, ขอให้โชคดี, ไปดีมาดี, เจอกัน"
いってきます,いってきます,"(Lit.) I'll go and come back, 'I'm going, see you later'",JLPT JLPT_2,O;VZoV$S8W,"(แปลตรงตัว) ฉันจะไปแล้วกลับมา 'ฉันไปแล้วนะ เจอกันใหม่', ฉันไปนะ, แล้วจะกลับมา, ไปละนะ"
いってまいります,いってまいります,"(Lit.) I'll go and come back, 'I'm going, see you later'",JLPT JLPT_2,wg6qf;hcRZ,"(แปลตรงตัว) ฉันจะไปแล้วกลับมา 'ฉันไปแล้วนะ เจอกันใหม่', ฉันจะไปแล้วนะ, แล้วกลับมา, ไปก่อนนะ"
行ってらっしゃい,いってらっしゃい,"have a nice day, see you",JLPT JLPT_2,eL-o)31hPE,"ขอให้เป็นวันที่ดี แล้วพบกันใหม่, ขอให้สนุกนะ, ไปดีๆ นะ, โชคดีนะ"
移転,いてん,"moving, transfer",JLPT JLPT_2,A[fI%[bpSh,"การเคลื่อนย้าย การโอนย้าย, การย้าย, การโยกย้าย, การส่งผ่าน"
井戸,いど,water well,JLPT JLPT_2,"Fw}ob1+9,G","บ่อน้ำ, บ่อ, บ่อน้ำดื่ม, บ่อบาดาล"
緯度,いど,latitude (navigation),JLPT JLPT_2,mKsQtDevFo,"ละติจูด (การนำทาง), เส้นละติจูด, พิกัดละติจูด, ภูมิศาสตร์ละติจูด"
威張る,いばる,"to be proud, to swagger",JLPT JLPT_2,kEp;c{E_R1,"มีความภาคภูมิใจ อวดดี, ทะนง, ยโสโอหัง, หยิ่งยโส"
嫌がる,いやがる,"reluctant, to dislike",JLPT JLPT_2,wwKIWtwwb&,"ไม่เต็มใจที่จะไม่ชอบ, ไม่อยาก, ไม่ชอบใจ, ไม่ปรารถนา"
いよいよ,いよいよ,"more and more, increasingly, at last",JLPT JLPT_2,h5$?Ko/s)4,"มากขึ้นเรื่อยๆ มากขึ้นเรื่อยๆ ในที่สุด, มากขึ้น, ยิ่งขึ้นไปอีก, สุดท้าย"
煎る,いる,to roast,JLPT JLPT_2,"bLrppO],[q","เพื่อย่าง, คั่ว, อบ, ปิ้ง"
炒る,いる,"to parch, to roast",JLPT JLPT_2,dcy>(4#yAy,"คั่ว, อบ, ย่าง, ปิ้ง"
入れ物,いれもの,"container, case",JLPT JLPT_2,RbLFeu/vvY,"ภาชนะ, กล่อง, ที่เก็บ, บรรจุภัณฑ์"
インキ,インキ,ink,JLPT JLPT_2,I{rR0;+{t|,"หมึก, น้ำหมึก, สีหมึก, อิงค์"
引力,いんりょく,gravity,JLPT JLPT_2,cP:.V7Ysb%,"แรงโน้มถ่วง, แรงดึงดูด, แรงดึงดูดของโลก, แรงโน้มถ่วงของโลก"
ウーマン,ウーマン,woman,JLPT JLPT_2,"O5m,c!v(H5","ผู้หญิง, สตรี, เพศหญิง, หญิงสาว"
ウール,ウール,wool,JLPT JLPT_2,bgePnfbn;n,"ขนสัตว์, ใยขนสัตว์, วูล, ขนแกะ"
ウエートレス,ウエートレス,waitress,JLPT JLPT_2,C$[Z6H5/gO,"พนักงานเสิร์ฟ, สาวเสิร์ฟ, บริกรหญิง, บ๋อยหญิง"
植木,うえき,"garden shrubs, trees, potted plant",JLPT JLPT_2,j}3Ny1eUVB,"ไม้พุ่มในสวน ต้นไม้ ไม้กระถาง, ไม้ประดับ, ไม้ยืนต้น, พรรณไม้"
飢える,うえる,to starve,JLPT JLPT_2,CQMZtp4T24,"อดอยาก, อดอาหาร, หิวโหย, อดตาย"
浮ぶ,うかぶ,"to float, to rise to surface, to come to mind",JLPT JLPT_2,IN|gezRxCl,"ลอย, ลอยขึ้นสู่ผิวน้ำ, นึกถึง, โผล่"
浮かべる,うかべる,to float; to express,JLPT JLPT_2,Nj{^.3q>-V,"ลอย; แสดงออก, ลอยตัว, แสดงความรู้สึก, เผยให้เห็น"
浮く,うく,to float,JLPT JLPT_2,JS6e6ewLTQ,"ลอย, ลอยไป, ลอยขึ้น, ลอยน้ำ"
承る,うけたまわる,"(humble) to hear, to be told, to know",JLPT JLPT_2,IKhK:kjp?E,"(ถ่อมตน) ที่ได้ยิน ที่ได้รับการบอกเล่า ที่ได้รู้, ได้รับแจ้ง, ได้รับฟัง, ทราบเรื่อง"
受取,うけとり,receipt,JLPT JLPT_2,"k?,%G]kD{4","ใบเสร็จ, ใบรับ, ใบรับเงิน, หลักฐานการรับเงิน"
受け持つ,うけもつ,to take (be in) charge of,JLPT JLPT_2,b1cU__S&E=,"รับผิดชอบ (หรือเป็นผู้ดูแล), ดูแล, รับภาระ, เป็นธุระ"
薄暗い,うすぐらい,"dim, gloomy",JLPT JLPT_2,m6<YpAEgo!,"มืดสลัว อึมครึม, สลัว, มืดครึ้ม, มืดมัว"
薄める,うすめる,"to dilute, to water down",JLPT JLPT_2,F/33?d^ON{,"เจือจาง, ทำให้เจือจางด้วยน้ำ, ทำให้เจือ, ลดความเข้มข้น"
打合せ,うちあわせ,"business meeting, previous arrangement",JLPT JLPT_2,I>LU.f-`NP,"การประชุมทางธุรกิจ การนัดหมายล่วงหน้า, การประชุม, การนัดพบ, การเตรียมการ"
打ち消す,うちけす,"to deny, to negate",JLPT JLPT_2,HCI~2sil9S,"ปฏิเสธ, เพิกเฉย, ไม่ยอมรับ, ไม่สนใจ"
写る,うつる,"to be photographed, to be projected",JLPT JLPT_2,CI<Sr}lwt|,"เพื่อถ่ายภาพ เพื่อฉายภาพ, ถูกถ่าย, ถูกฉาย, ปรากฏในภาพ"
うどん,うどん,udon noodles (Japanese traditional noodles),Intermediate_Japanese_Ln.6 JLPT_2 JLPT Intermediate_Japanese,zUsFPVRoV;,"เส้นอุด้ง (บะหมี่ญี่ปุ่นแบบดั้งเดิม), อุด้ง, บะหมี่อุด้ง, ก๋วยเตี๋ยวอุด้ง"
うなずく,うなずく,to nod,JLPT JLPT_2,qP>fuv+29W,"พยักหน้า, ผงกหัว, พยักหน้าตอบ, รับรู้ด้วยการพยักหน้า"
有無,うむ,"existence or nonexistence, presence of absence consent or refusal, yes or no",JLPT JLPT_2,zVa=(IGgn=,"การมีอยู่หรือไม่มีอยู่ การมีอยู่หรือไม่มีอยู่ การยินยอมหรือการปฏิเสธ ใช่หรือไม่, การมีอยู่หรือไม่, มีหรือไม่มี, การอนุมัติหรือไม่"
